text,topic
かし パイオニア 精神 持ち ながら 市民 ニーズ 先取り もっと 豊か 鹿嶋 実現 する ため 鹿嶋 鹿嶋 による 鹿嶋 ため 地域 政党 です 地域 利益 追求 する ため 健全 代表 鹿嶋 本拠地 する 政党 市民 主役 まち づくり 本物 政治 輩出 目的 として 設立 まし たち 住ん よかっ 実感 できる 鹿嶋 思い描い ます 住民 福祉 自治体 以上 市民 満足 上がり そして 住む 観光 増やし いき たい 財政 健全 図り ながら ムダ 予算 見直し 予算 配分 優先 順位 変える 生み出し 予算 子育て 教育 医療 介護 福祉 振り向け いき ます 地方 分権 改革 進む 市議会 市政 監視 だけ なく 生活 起点 条例 定め たり 議会 意見 取り入れ 行政 提案 による 条例 定める こと なり ます 本当に 必要 政策 効率 実行 いく こと こそ 議会 役割 捉え 将来 鹿嶋 ため 政治 実現 いか なけれ なり ませ 鹿嶋 鹿嶋 ブランド 創っ 元気 シニア たくさん いらっしゃい ます その 知恵 経験 地域 ため 活かし もらう づくり 推進 たい 考え ます その ため 医療 福祉 どこ より 充実 安心 住める まち 実現 いく 我々 使命 です 小さな 工夫 重ねる こと によって 住民 福祉 大胆 改善 たり また 市民 一人ひとり ニーズ 応じ 地域 生活 実現 せる ため 女性 目線 欠か ませ 政策 づくり 段階 から さまざま 立場 ある 女性 価値 取り入れ 住み 心地 よい まち づくり 追求 ます 少子 高齢 社会 において 子ども たち 地域 全体 育てる こと 求め られ ます 素晴らしい 自然 環境 ベース みんな 子ども 見守り 育む まち あり たい 考え ます どこ より 安心 コスト 充実 子育て 環境 享受 できる 子育て 日本一 まち なり 鹿嶋 住み たい ファミリー 増やし いき ます ,15 15 15 15 15 15 15 15 15 15 15 29 15 15 15 15 15 15 15 29 15 15 15 15 15 29 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 29 15 15 15 15 15 15 29 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 29 29 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 29 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 29 15 15 15 15 15 29 15 15 15 15 29 15 29 29 15 15 15 15 29 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 29 15 15 48 29 15 15 15 15 15 29 15 15 15 15 15 15 15 15 29 37 15 29 15 15 15 29 15 15 15 29 15 15 15 29 15 15 29 15 15 15 15 29 15 48 15 15 15 29 15 15 29 15 15 15 15 15 29 15 15 29 29 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
かし パイオニア 精神 持ち ながら 市民 ニーズ 先取り もっと 豊か 鹿嶋 実現 する ため 鹿嶋 鹿嶋 による 鹿嶋 ため 地域 政党 です 地域 利益 追求 する ため 健全 代表 鹿嶋 本拠地 する 政党 市民 主役 まち づくり 本物 政治 輩出 目的 として 設立 まし たち 住ん よかっ 実感 できる 鹿嶋 思い描い ます 住民 福祉 自治体 以上 市民 満足 上がり そして 住む 観光 増やし いき たい 財政 健全 図り ながら ムダ 予算 見直し 予算 配分 優先 順位 変える 生み出し 予算 子育て 教育 医療 介護 福祉 振り向け いき ます 地方 分権 改革 進む 市議会 市政 監視 だけ なく 生活 起点 条例 定め たり 議会 意見 取り入れ 行政 提案 による 条例 定める こと なり ます 本当に 必要 政策 効率 実行 いく こと こそ 議会 役割 捉え 将来 鹿嶋 ため 政治 実現 いか なけれ なり ませ 国際 戦略 港湾 一翼 担う 鹿島 発展 利用 により 鹿嶋 誇る 生活 文化 産業 周辺 自治体 地域 連携 進め ます 行地 市場 形成 鹿嶋 ハブ なっ 交流 人口 増大 ます 鹿嶋 経済 中心 として 周辺 自治体 一緒 発展 ゆける 地域 経営 リーダーシップ 発揮 いき ます 鹿嶋 鹿嶋 ブランド 創っ 元気 シニア たくさん いらっしゃい ます その 知恵 経験 地域 ため 活かし もらう づくり 推進 たい 考え ます その ため 医療 福祉 どこ より 充実 安心 住める まち 実現 いく 我々 使命 です 子ども から 高齢 まで 安心 安全 地域 つながり あり 多く 交流 でき 社会 弱い 立場 方々 支援 共に 助け合う 地域 社会 つくり ます すべて 生き物 自然 お互い 大切 あえる そんな 優しい まち づくり 目指し ます ,15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
かし パイオニア 精神 持ち ながら 市民 ニーズ 先取り もっと 豊か 鹿嶋 実現 する ため 鹿嶋 鹿嶋 による 鹿嶋 ため 地域 政党 です 地域 利益 追求 する ため 健全 代表 鹿嶋 本拠地 する 政党 市民 主役 まち づくり 本物 政治 輩出 目的 として 設立 まし たち 住ん よかっ 実感 できる 鹿嶋 思い描い ます 住民 福祉 自治体 以上 市民 満足 上がり そして 住む 観光 増やし いき たい 財政 健全 図り ながら ムダ 予算 見直し 予算 配分 優先 順位 変える 生み出し 予算 子育て 教育 医療 介護 福祉 振り向け いき ます 地方 分権 改革 進む 市議会 市政 監視 だけ なく 生活 起点 条例 定め たり 議会 意見 取り入れ 行政 提案 による 条例 定める こと なり ます 本当に 必要 政策 効率 実行 いく こと こそ 議会 役割 捉え 将来 鹿嶋 ため 政治 実現 いか なけれ なり ませ 国際 戦略 港湾 一翼 担う 鹿島 発展 利用 により 鹿嶋 誇る 生活 文化 産業 周辺 自治体 地域 連携 進め ます 行地 市場 形成 鹿嶋 ハブ なっ 交流 人口 増大 ます 鹿嶋 経済 中心 として 周辺 自治体 一緒 発展 ゆける 地域 経営 リーダーシップ 発揮 いき ます 子ども から 高齢 まで 安心 安全 地域 つながり あり 多く 交流 でき 社会 弱い 立場 方々 支援 共に 助け合う 地域 社会 つくり ます すべて 生き物 自然 お互い 大切 あえる そんな 優しい まち づくり 目指し ます 鹿嶋 地元 食材 めぐまれ おり 豊か 文化 根付い ます また 豊か 陽光 あり 自然 エネルギー 享受 する 環境 恵まれ ます エネルギー 安全 地産 できる そんな まち 目指し ます ,15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 23 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
かし パイオニア 精神 持ち ながら 市民 ニーズ 先取り もっと 豊か 鹿嶋 実現 する ため 鹿嶋 鹿嶋 による 鹿嶋 ため 地域 政党 です 地域 利益 追求 する ため 健全 代表 鹿嶋 本拠地 する 政党 市民 主役 まち づくり 本物 政治 輩出 目的 として 設立 まし たち 住ん よかっ 実感 できる 鹿嶋 思い描い ます 住民 福祉 自治体 以上 市民 満足 上がり そして 住む 観光 増やし いき たい 財政 健全 図り ながら ムダ 予算 見直し 予算 配分 優先 順位 変える 生み出し 予算 子育て 教育 医療 介護 福祉 振り向け いき ます 地方 分権 改革 進む 市議会 市政 監視 だけ なく 生活 起点 条例 定め たり 議会 意見 取り入れ 行政 提案 による 条例 定める こと なり ます 本当に 必要 政策 効率 実行 いく こと こそ 議会 役割 捉え 将来 鹿嶋 ため 政治 実現 いか なけれ なり ませ 国際 戦略 港湾 一翼 担う 鹿島 発展 利用 により 鹿嶋 誇る 生活 文化 産業 周辺 自治体 地域 連携 進め ます 行地 市場 形成 鹿嶋 ハブ なっ 交流 人口 増大 ます 鹿嶋 経済 中心 として 周辺 自治体 一緒 発展 ゆける 地域 経営 リーダーシップ 発揮 いき ます 鹿嶋 子ども これから 成熟 社会 生き いく つけ 社会 貢献 できる よう 教育 注ぎ ます 答え 無い 時代 答え みつけ いく 創造 人々 つながっ いく 協調 コミュニケーション 社会 参画 教育 充実 ます どこ より 教育 環境 充実 子ども 個性 大切 する 教育 改革 着手 ます 鹿嶋 地元 食材 めぐまれ おり 豊か 文化 根付い ます また 豊か 陽光 あり 自然 エネルギー 享受 する 環境 恵まれ ます エネルギー 安全 地産 できる そんな まち 目指し ます ,15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 29 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
阪神 大震災 被災 経験 から 政治 志し まし 当時 政府 対応 問題 感じ 暮らし 守る ため 政治 ある 強く 刻み まし これ 変わら 政治 信条 です この 年間 動かし 和光 変える という 想い 県政 刷新 取り組ん まし そして これから 見据え 地域 政策 必要 です その 実現 和光 より 暮らし やすい まち する だけ なく 埼玉 全体 発展 繋がり ます 新た 和光 埼玉 する という 決意 市政 県政 発展 取り組み ます 市町村 一体 なっ まち づくり 推進 ます 県内 地域 埼玉 なる まち づくり 実現 ます 地域 経済 実現 健康 福祉 県民 健康 永く 暮らせる 地域 医療 確立 医師 看護 不足 解消 救急 医療 体制 強化 がん 対策 緩和 ケア 推進 高齢 安心 生活 できる 支え 合い 健康 長寿 実現 介護 職員 処遇 改善 高齢 見守り 強化 グループホーム 整備 子育て 教育 文化 スポーツ 地域 一体 進める 子育て 応援 保育 学童 保育 整備 促進 不妊 治療 支援 制度 充実 産前 産後 ケア サポート 強化 自分 考え 行動 する 子ども 育てる 教育 充実 活動 活性 登校 いじめ 貧困 対策 推進 スクール カウンセラー 設置 拡大 ,29 29 31 29 29 29 36 29 36 29 29 29 29 29 36 29 29 29 29 13 29 29 36 29 17 29 29 29 13 36 33 29 36 33 29 29 29 29 29 29 29 29 29 29 29 29 36 29 29 29 29 29 29 29 13 29 33 36 29 33 29 36 29 29 29 36 33 33 29 29 33 29 29 29 29 29 29 33 29 13 29 29 29 29 29 29 29 29 13 29 33 29 29 29 29 29 29 36 33 29 29 33 29 29 29 33 29 29 29 29 29 29 29 29 29 31 29 36 29 29 29 36 29 29 29 29 47 29 29 29 29 29 29 29 29 29 29 36 22 29 29 29 36 13 29 29 29 36 33 29 29 29 29 29 33 29 29 29 29 29 29 29 36 36 33 29 29 29 29 29 29
安倍 政権 戦争 立法 許せ ませ 満州 揚げ 両親 失い その 遺体 だっ 焼き まし 戦争 絶対 いか 憲法 いつも 言っ おり それ 原点 です として 子ども たち 未来 守る ため 頑張り ます 地方 自治 定め られ 住民 福祉 増進 という 自治体 本来 立場 市政 立ち戻り ムダ 開発 やめ 市民 暮らし 応援 する 市政 切り替え ます 市政 よう 巨大 開発 企業 呼び込み 持続 可能 なく 市民 生活 地元 中小 業者 応援 する 地域 循環 切り替え こそ 地域 経済 発展 いき ます 安倍 政権 消費 増税 憲法 破壊 暴走 する 市政 それ 一体 なっ 悪政 進め ます ブラック 企業 呼び込み 企業 減税 特区 推進 人工 事業 など ムダ 開発 他方 介護 保険 値上げ 市立 幼稚園 全廃 計画 など 市民 施策 切り捨て など です 住民 福祉 増進 という 自治体 本来 失っ ます 通院 中学 まで 無料 ます 市長 はじめ まったく やる気 あり ませ でし 中３ まで 無料 求める 市民 7790 署名 たち 共産党 議会 くり 返し 質問 おさ 市長 とうとう 入院 中３ まで 無料 うちだし まし これ さらに 広げ ます すぎる 国民 健康 保険 引き下げ ます 所得 達する 保険 払え 保険 とりあげ られ 医者 かか 落とす 事例 相次い ます たち 議会 論戦 する 年度 国保 介護 だけ 下がり まし 一般 会計 から 昨年 並み する だけ でも さらに 引き下げ 可能 です ムダ 開発 抜本 見直し ます 土地 売れ 赤字 人工 事業 毎年 投じ られ ます また 効果 費用 まったく 不明 天神 ウォーター フロント 地区 開発 今後 つぎ込も ます これら 抜本 見直し 財政 立て直し ながら 市民 暮らし 支援 充実 ます ,48 48 48 15 48 48 48 40 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 15 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 15 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48
歯科 医師 として 地元 千鳥 病院 年間 地域 医療 つくす 貧困 生活苦 医療 かかれ ない たち まし 政治 変えよ 市議 なり 奮闘 まし 前回 議席 失い まし 国保 介護 保険 値上げ 賛成 する 自民 公明 民主 市民 守れ ませ 再び 市政 仕事 下さい 地方 自治 定め られ 住民 福祉 増進 という 自治体 本来 立場 市政 立ち戻り ムダ 開発 やめ 市民 暮らし 応援 する 市政 切り替え ます 市政 よう 巨大 開発 企業 呼び込み 持続 可能 なく 市民 生活 地元 中小 業者 応援 する 地域 循環 切り替え こそ 地域 経済 発展 いき ます 安倍 政権 消費 増税 憲法 破壊 暴走 する 市政 それ 一体 なっ 悪政 進め ます ブラック 企業 呼び込み 企業 減税 特区 推進 人工 事業 など ムダ 開発 他方 介護 保険 値上げ 市立 幼稚園 全廃 計画 など 市民 施策 切り捨て など です 住民 福祉 増進 という 自治体 本来 失っ ます 通院 中学 まで 無料 ます 市長 はじめ まったく やる気 あり ませ でし 中３ まで 無料 求める 市民 7790 署名 たち 共産党 議会 くり 返し 質問 おさ 市長 とうとう 入院 中３ まで 無料 うちだし まし これ さらに 広げ ます すぎる 国民 健康 保険 引き下げ ます 所得 達する 保険 払え 保険 とりあげ られ 医者 かか 落とす 事例 相次い ます たち 議会 論戦 する 年度 国保 介護 だけ 下がり まし 一般 会計 から 昨年 並み する だけ でも さらに 引き下げ 可能 です ムダ 開発 抜本 見直し ます 土地 売れ 赤字 人工 事業 毎年 投じ られ ます また 効果 費用 まったく 不明 天神 ウォーター フロント 地区 開発 今後 つぎ込も ます これら 抜本 見直し 財政 立て直し ながら 市民 暮らし 支援 充実 ます ,26 48 48 48 48 48 48 48 43 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48
子ども 年寄り 大切 優し 広がる 当たり前 市政 変え たい 思い 市議 なっ なり まし こども 病院 移転 反対 九大 六本松 跡地 利用 住民 反映 せる 運動 など みなさん いっしょ とりくみ 住民 願い こそ 政治 動かす 確信 まし その 立場 がんばり ます 地方 自治 定め られ 住民 福祉 増進 という 自治体 本来 立場 市政 立ち戻り ムダ 開発 やめ 市民 暮らし 応援 する 市政 切り替え ます 市政 よう 巨大 開発 企業 呼び込み 持続 可能 なく 市民 生活 地元 中小 業者 応援 する 地域 循環 切り替え こそ 地域 経済 発展 いき ます 安倍 政権 消費 増税 憲法 破壊 暴走 する 市政 それ 一体 なっ 悪政 進め ます ブラック 企業 呼び込み 企業 減税 特区 推進 人工 事業 など ムダ 開発 他方 介護 保険 値上げ 市立 幼稚園 全廃 計画 など 市民 施策 切り捨て など です 住民 福祉 増進 という 自治体 本来 失っ ます 通院 中学 まで 無料 ます 市長 はじめ まったく やる気 あり ませ でし 中３ まで 無料 求める 市民 7790 署名 たち 共産党 議会 くり 返し 質問 おさ 市長 とうとう 入院 中３ まで 無料 うちだし まし これ さらに 広げ ます すぎる 国民 健康 保険 引き下げ ます 所得 達する 保険 払え 保険 とりあげ られ 医者 かか 落とす 事例 相次い ます たち 議会 論戦 する 年度 国保 介護 だけ 下がり まし 一般 会計 から 昨年 並み する だけ でも さらに 引き下げ 可能 です ムダ 開発 抜本 見直し ます 土地 売れ 赤字 人工 事業 毎年 投じ られ ます また 効果 費用 まったく 不明 天神 ウォーター フロント 地区 開発 今後 つぎ込も ます これら 抜本 見直し 財政 立て直し ながら 市民 暮らし 支援 充実 ます ,48 48 48 48 48 48 48 48 48 29 48 48 29 48 2 48 48 9 48 49 48 15 48 48 29 48 48 48 48 48 48 48 29 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 29 48 48 48 48 48 48 48 29 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48
安心 保育園 預け たい 仕事 続け ながら 介護 できれ お金 心配 なく 病院 行ける よう 」—— 当たり前 市民 願い 応え たい その ため 人工 よう ムダ 事業 企業 大もうけ する こと ばかり 熱心 市政 変え なけれ なり ませ 市民 幸せ 一番 思い がんばり ます 地方 自治 定め られ 住民 福祉 増進 という 自治体 本来 立場 市政 立ち戻り ムダ 開発 やめ 市民 暮らし 応援 する 市政 切り替え ます 市政 よう 巨大 開発 企業 呼び込み 持続 可能 なく 市民 生活 地元 中小 業者 応援 する 地域 循環 切り替え こそ 地域 経済 発展 いき ます 安倍 政権 消費 増税 憲法 破壊 暴走 する 市政 それ 一体 なっ 悪政 進め ます ブラック 企業 呼び込み 企業 減税 特区 推進 人工 事業 など ムダ 開発 他方 介護 保険 値上げ 市立 幼稚園 全廃 計画 など 市民 施策 切り捨て など です 住民 福祉 増進 という 自治体 本来 失っ ます 通院 中学 まで 無料 ます 市長 はじめ まったく やる気 あり ませ でし 中３ まで 無料 求める 市民 7790 署名 共産党 議会 くり 返し 質問 おさ 市長 とうとう 入院 中３ まで 無料 うちだし まし これ さらに 広げ ます すぎる 国民 健康 保険 引き下げ ます 所得 達する 保険 払え 保険 とりあげ られ 医者 かか 落とす 事例 相次い ます 共産党 議会 論戦 する 年度 国保 介護 だけ 下がり まし 一般 会計 から 昨年 並み する だけ でも さらに 引き下げ 可能 です ムダ 開発 抜本 見直し ます 土地 売れ 赤字 人工 事業 毎年 投じ られ ます また 効果 費用 まったく 不明 天神 ウォーター フロント 地区 開発 今後 つぎ込も ます これら 抜本 見直し 財政 立て直し ながら 市民 暮らし 支援 充実 ます ,29 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 29 48 48 48 48 48 48 48 29 1 48 48 48 48 1 48 48 48 29 37 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 29 48 48 48 48 29 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 1 48 48 48 48 29 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48
城南 現職 市議 市民 取り組ん 中３ まで 医療 無料 署名 紹介 議員 なら 赤字 人工 事業 予算 国保 引上げ 予算 みんな 賛成 ます これ 城南 市政 届き ませ どうしても 市議会 戻ら 改めて 決意 固め 暮らし 平和 脅かす 政治 対決 ます 地方 自治 定め られ 住民 福祉 増進 という 自治体 本来 立場 市政 立ち戻り ムダ 開発 やめ 市民 暮らし 応援 する 市政 切り替え ます 市政 よう 巨大 開発 企業 呼び込み 持続 可能 なく 市民 生活 地元 中小 業者 応援 する 地域 循環 切り替え こそ 地域 経済 発展 いき ます 安倍 政権 消費 増税 憲法 破壊 暴走 する 市政 それ 一体 なっ 悪政 進め ます ブラック 企業 呼び込み 企業 減税 特区 推進 人工 事業 など ムダ 開発 他方 介護 保険 値上げ 市立 幼稚園 全廃 計画 など 市民 施策 切り捨て など です 住民 福祉 増進 という 自治体 本来 失っ ます 通院 中学 まで 無料 ます 市長 はじめ まったく やる気 あり ませ でし 中３ まで 無料 求める 市民 7790 署名 たち 共産党 議会 くり 返し 質問 おさ 市長 とうとう 入院 中３ まで 無料 うちだし まし これ さらに 広げ ます すぎる 国民 健康 保険 引き下げ ます 所得 達する 保険 払え 保険 とりあげ られ 医者 かか 落とす 事例 相次い ます たち 議会 論戦 する 年度 国保 介護 だけ 下がり まし 一般 会計 から 昨年 並み する だけ でも さらに 引き下げ 可能 です ムダ 開発 抜本 見直し ます 土地 売れ 赤字 人工 事業 毎年 投じ られ ます また 効果 費用 まったく 不明 天神 ウォーター フロント 地区 開発 今後 つぎ込も ます これら 抜本 見直し 財政 立て直し ながら 市民 暮らし 支援 充実 ます ,48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 28 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48
